INSTNM,ZIP,ZIP5,lat,lon
Northern Institute of Cosmetology,44052-1803,44052,41.4578,-82.171
Northwest State Community College,43502-9542,43502,41.5333,-84.3048
Toledo Public Schools Adult and Continuing Education,43620,43620,41.6654,-83.5536
Notre Dame College,44121-4293,44121,41.5277,-81.5323
Northeast Ohio Medical University,44272-0095,44272,41.0995,-81.2026
University of Northwestern Ohio,45805,45805,40.7399,-84.1459
Oberlin College,44074,44074,41.2899,-82.2229
Ohio College of Podiatric Medicine,44131,44131,41.3809,-81.6642
Ohio College of Massotherapy Inc,44321,44321,41.1002,-81.6443
Ohio Technical College,44103,44103,41.5157,-81.6405
Ohio Dominican University,43219,43219,40.0326,-82.9103
Brightwood College-Dayton,45439,45439,39.701,-84.2187
Ohio Northern University,45810-1599,45810,40.7709,-83.8154
Ohio State University Agricultural Technical Institute,44691-4000,44691,40.8094,-81.9483
Ohio State University-Lima Campus,45804,45804,40.7275,-84.089
Ohio State University-Mansfield Campus,44906,44906,40.7627,-82.5593
Ohio State University-Marion Campus,43302-5695,43302,40.5876,-83.1271
Ohio State University-Newark Campus,43055,43055,40.0724,-82.4046
Ohio State Beauty Academy,45807,45807,40.7955,-84.1383
Ohio State College of Barber Styling,43213,43213,39.9727,-82.8329
Ohio State School of Cosmetology & Experts Barber School,43224,43224,40.0425,-82.9689
The Spa School,43214,43214,40.0535,-83.0187
Ohio State School of Cosmetology-Canal Winchester,43110,43110,39.8349,-82.8044
Ohio State University-Main Campus,43201,43201,39.9952,-83.0047
Ohio University-Eastern Campus,43950,43950,40.0778,-80.9788
Ohio University-Chillicothe Campus,45601-0629,45601,39.338,-82.9895
Ohio University-Southern Campus,45638,45638,38.5294,-82.6654
Ohio University-Lancaster Campus,43130-1037,43130,39.7187,-82.6031
Ohio University-Main Campus,45701-2979,45701,39.3178,-82.102
Ohio University-Zanesville Campus,43701,43701,39.9274,-82.0041
East Ohio College,43920-9585,43920,40.6774,-80.6006
Trinity Health System School of Nursing,43952-3512,43952,40.3698,-80.634
Ohio Wesleyan University,43015-2370,43015,40.2932,-83.0723
Otterbein University,43081,43081,40.1146,-82.9105
Owens Community College,43551,43551,41.5429,-83.5927
Paramount Beauty Academy,45662-4527,45662,38.7932,-82.9306
Cuyahoga Valley Career Center,44141-1296,44141,41.3166,-81.6261
Payne Theological Seminary,45384,45384,39.7128,-83.8781
Pontifical College Josephinum,43235-1499,43235,40.1088,-82.9742
Professional Skills Institute,43537,43537,41.5817,-83.6628
Firelands Regional Medical Center School of Nursing,44870,44870,41.4349,-82.7063
Rabbinical College Telshe,44092,44092,41.6046,-81.4692
Raphael's School of Beauty Culture Inc-Niles,44446,44446,41.1824,-80.7558
Fortis College-Centerville,45459-2712,45459,39.6464,-84.1717
University of Rio Grande,45674,45674,38.8814,-82.3782
The Modern College of Design,45440,45440,39.6749,-84.1136
Shawnee State University,45662,45662,38.7932,-82.9306
Sinclair Community College,45402-1460,45402,39.7563,-84.1895
Gallipolis Career College,45631-2600,45631,38.8148,-82.229
Daymar College-New Boston,45662-4900,45662,38.7932,-82.9306
Daymar College-Jackson,45640,45640,39.0428,-82.6472
Hussian College-Daymar College Columbus,43232,43232,39.923,-82.8664
Daymar College-Chillicothe,456011038,45601,39.338,-82.9895
Brown Mackie College-Cincinnati,45215-1107,45215,39.2353,-84.4619
Brown Mackie College-Akron,44320,44320,41.0835,-81.5674
Lincoln College of Technology-Franklin LCT,45005,45005,39.5357,-84.303
Lincoln College of Technology-Tri-County,45246,45246,39.2839,-84.4744
Lincoln College of Technology-Vine Street,45202,45202,39.1072,-84.502
Lincoln College of Technology-Dayton,45402,45402,39.7563,-84.1895
Stark State College,44720,44720,40.7989,-81.3784
Stautzenberger College-Maumee,43537-4007,43537,41.5817,-83.6628
Franciscan University of Steubenville,43952-1763,43952,40.3698,-80.634
Southern State Community College,45133-9406,45133,39.1679,-83.6064
Ohio Mid-Western College,45241,45241,39.2638,-84.4092
Terra State Community College,43420-9670,43420,41.3498,-83.1181
Tiffin Academy of Hair Design,44883,44883,41.1238,-83.1844
Tiffin University,44883,44883,41.1238,-83.1844
University of Toledo,43606-3390,43606,41.6712,-83.606
Kaplan Career Institute-Cleveland,44129-6810,44129,41.3897,-81.7351
Tri-State Bible College,45680,45680,38.4339,-82.5529
Tri-County Adult Career Center,45764,45764,39.4556,-82.2309
Tri-Rivers Career Center,43302-8914,43302,40.5876,-83.1271
Trinity Lutheran Seminary,43209-2334,43209,39.9539,-82.9301
Trumbull Business College,44484-3200,44484,41.2318,-80.7642
Union Institute & University,45206,45206,39.1269,-84.4853
United Theological Seminary,45426-2308,45426,39.7982,-84.3211
Upper Valley Career Center,45356,45356,40.1486,-84.2531
Urbana University,43078-2091,43078,40.1066,-83.7671
Ursuline College,44124,44124,41.501,-81.4694
Valley Beauty School,43725,43725,40.027,-81.582
The North Coast College,44107,44107,41.4847,-81.8018
W Howard Nicol School of Practical Nursing,44685,44685,40.9637,-81.4211
Walsh University,44720-3396,44720,40.7989,-81.3784
Washington State Community College,45750,45750,39.4281,-81.4644
Western Hills School of Beauty and Hair Design,45211,45211,39.1524,-84.5967
Wilberforce University,45384-1001,45384,39.7128,-83.8781
Wilmington College,45177,45177,39.4488,-83.8417
Winebrenner Theological Seminary,45840,45840,41.0449,-83.6457
Wittenberg University,45504,45504,39.9408,-83.8343
The College of Wooster,44691,44691,40.8094,-81.9483
Wright State University-Main Campus,45435-0001,45435,39.7505,-84.2686
Wright State University-Lake Campus,45822-2952,45822,40.5566,-84.6287
Xavier University,45207-1092,45207,39.1397,-84.4706
ITT Technical Institute-Youngstown,44509-4098,44509,41.105,-80.6945
Youngstown State University,44555-0001,44555,41.1039,-80.6436
American Broadcasting School-Oklahoma City,73115,73115,35.4449,-97.446
Bacone College,74403-1597,74403,35.7411,-95.3449
Oklahoma Wesleyan University,74006-6299,74006,36.7366,-95.9251
Southern Nazarene University,73008,73008,35.5043,-97.6399
Broken Arrow Beauty College-Broken Arrow,74012,74012,36.0447,-95.8079
Pontotoc Technology Center,74820,74820,34.78,-96.6924
Cameron University,73505-6377,73505,34.6179,-98.4552
Carl Albert State College,74953-5208,74953,35.0606,-94.6096
Central Oklahoma College,73134,73134,35.6174,-97.5583
University of Central Oklahoma,73034,73034,35.6665,-97.4798
Claremore Beauty College,74017,74017,36.3242,-95.5985
Connors State College,74469,74469,35.4945,-95.3064
East Central University,74820-6999,74820,34.78,-96.6924
Eastern Oklahoma State College,74578-4999,74578,34.9128,-95.3389
Redlands Community College,73036-5304,73036,35.5335,-97.9591
Formations Institute,73703-4538,73703,36.3975,-97.9157
Eves College of Hairstyling,73501,73501,34.5915,-98.3698
Randall University,73160,73160,35.334,-97.4768
Hollywood Cosmetology Center,73069,73069,35.2204,-97.4577
Langston University,73050,73050,35.9419,-97.2557
Murray State College,73460,73460,34.2643,-96.6675
Spartan College of Aeronautics and Technology,74115,74115,36.1754,-95.9112
Northeastern State University,74464-2399,74464,35.9094,-94.9787
Beauty Technical College Inc,74465,74465,35.9001,-95.04
Northern Oklahoma College,74653,74653,36.6806,-97.3063
Northeastern Oklahoma A&M College,74354,74354,36.8764,-94.8719
Northwestern Oklahoma State University,73717-2799,73717,36.8016,-98.6722
Oklahoma State University Center for Health Sciences,74107-1898,74107,36.1042,-96.0244
Oklahoma Christian University,73013,73013,35.6215,-97.4733
University of Oklahoma-Health Sciences Center,73117-1221,73117,35.4797,-97.4722
Oklahoma Panhandle State University,73939-0430,73939,36.6744,-101.7137
Oklahoma State University-Main Campus,74078-1015,74078,36.1241,-97.0705
Oklahoma State University-Oklahoma City,73107-6195,73107,35.4874,-97.574
Oklahoma Baptist University,74804,74804,35.3868,-96.9331
Oklahoma City Community College,73159-9987,73159,35.3922,-97.5567
Oklahoma City University,73106-1402,73106,35.4853,-97.5372
University of Oklahoma-Norman Campus,73019-3072,73019,35.2086,-97.4445
Oklahoma School of Photography,73160,73160,35.334,-97.4768
Oklahoma State University Institute of Technology,74447-3901,74447,35.6288,-95.9697
Oral Roberts University,74171,74171,36.154,-95.9928
Tulsa Technology Center-Peoria Campus,74106-1619,74106,36.1883,-95.986
Platt College-OKC-Ann Arbor,73128-1112,73128,35.4444,-97.6164
Poteau Beauty College,74953,74953,35.0606,-94.6096
Rogers State University,74017-3252,74017,36.3242,-95.5985
Rose State College,73110-2799,73110,35.4605,-97.3974
St. Gregory's University,74804,74804,35.3868,-96.9331
Jenks Beauty College,74037,74037,36.0148,-95.9797
University of Science and Arts of Oklahoma,73018-5322,73018,35.0268,-97.9518
Seminole State College,74868-1901,74868,35.2521,-96.6683
Southern School of Beauty Inc,74701-5008,74701,34.0061,-96.3847
State Barber and Hair Design College,73108,73108,35.4445,-97.5619
Southeastern Oklahoma State University,74701-3347,74701,34.0061,-96.3847
Southwestern Christian University,73008,73008,35.5043,-97.6399
Southwestern Oklahoma State University,73096-3001,73096,35.535,-98.6996
Tulsa Community College,74119,74119,36.1407,-95.9902
Tulsa Welding School-Tulsa,74104,74104,36.1464,-95.9526
University of Tulsa,74104-3189,74104,36.1464,-95.9526
Virgil's Beauty College,74401-6802,74401,35.7058,-95.5002
Indian Capital Technology Center-Tahlequah,74464,74464,35.9094,-94.9787
Western Oklahoma State College,73521-1397,73521,34.6484,-99.3205
Formations Institute of Cosmetology & Barbering,73801,73801,36.4268,-99.402
High Plains Technology Center,73801,73801,36.4268,-99.402
Academy of Hair Design-Salem,97301,97301,44.949,-123.004
Abdill Career College Inc,97504-7137,97504,42.3363,-122.8398
The Art Institute of Portland,97209-2911,97209,45.527,-122.6854
Beau Monde College of Hair Design,97232,97232,45.5287,-122.6363
Blue Mountain Community College,97801,97801,45.6605,-118.7831
Central Oregon Community College,97703,97703,44.0915,-121.4073
Chemeketa Community College,97305,97305,44.9961,-122.9124
Clackamas Community College,97045-8980,97045,45.3377,-122.57
Clatsop Community College,97103,97103,46.1558,-123.798
College of Hair Design Careers,97301-1952,97301,44.949,-123.004
Concorde Career College-Portland,97232-4203,97232,45.5287,-122.6363
Concordia University-Portland,97211-6099,97211,45.5653,-122.6448
Sumner College,97220,97220,45.5411,-122.5566
East West College of the Healing Arts,97201-0000,97201,45.5078,-122.6897
Eastern Oregon University,97850,97850,45.3304,-118.0852
Phagans School of Hair Design-Portland,97232,97232,45.5287,-122.6363
New Hope Christian College-Eugene,97405,97405,44.0185,-123.0998
George Fox University,97132,97132,45.3099,-122.9685
Phagans Grants Pass College of Beauty,97526,97526,42.4638,-123.3457
ITT Technical Institute-Portland,97220,97220,45.5411,-122.5566
Lane Community College,97405-0640,97405,44.0185,-123.0998
Lewis & Clark College,97219-7899,97219,45.458,-122.7074
Linfield University,97128-6894,97128,45.2097,-123.2043
Linn-Benton Community College,97321,97321,44.652,-123.1333
Northwest College-Beaverton,97005,97005,45.4963,-122.8001
Marylhurst University,97036-0261,97036,45.4012,-122.6512
Phagans Medford Beauty School,97504,97504,42.3363,-122.8398
Northwest College-Clackamas,97086,97086,45.4446,-122.5372
Mount Angel Seminary,97373,97373,44.9845,-122.457
Mt Hood Community College,97030,97030,45.5154,-122.4203
Multnomah University,97220,97220,45.5411,-122.5566
National University of Natural Medicine,97201-4848,97201,45.5078,-122.6897
Northwest Nannies Institute,97035,97035,45.4147,-122.7227
Bushnell University,97401-3745,97401,44.0682,-123.0819
Oregon Health & Science University,97239-3098,97239,45.4983,-122.6913
Oregon Institute of Technology,97601-8801,97601,42.2933,-121.8169
Oregon College of Art and Craft,97225,97225,45.4985,-122.7787
Oregon State University,97331,97331,44.5638,-123.2779
University of Oregon,97403,97403,44.0385,-123.0614
Pacific Northwest College of Art,97209-3404,97209,45.527,-122.6854
Pacific University,97116,97116,45.5981,-123.1818
Phagans Beauty College,97333,97333,44.5393,-123.2799
Phagans Central Oregon Beauty College,97701,97701,44.0928,-121.2936
Phagans School of Beauty,97301,97301,44.949,-123.004
Phagans School of Hair Design,97086,97086,45.4446,-122.5372
Summit Salon Academy-Portland,97223,97223,45.4403,-122.7793
Portland Community College,97219-7132,97219,45.458,-122.7074
Portland State University,97201,97201,45.5078,-122.6897
University of Portland,97203-5798,97203,45.5889,-122.7347
Reed College,97202-8199,97202,45.484,-122.6365
Rogue Community College,97527-9291,97527,42.3989,-123.3538
Roseburg Beauty College,97470,97470,43.2297,-123.2343
Pioneer Pacific College,97005,97005,45.4963,-122.8001
Springfield College of Beauty,97477,97477,44.0611,-123.0153
Southern Oregon University,97520,97520,42.1885,-122.693
Southwestern Oregon Community College,97420-2193,97420,43.2151,-124.1984
Treasure Valley Community College,97914,97914,44.0416,-116.9783
Umpqua Community College,97470-0226,97470,43.2297,-123.2343
Warner Pacific University,97215,97215,45.5143,-122.599
Corban University,97317-9392,97317,44.9026,-122.9074
College of Cosmetology,97601-3233,97601,42.2933,-121.8169
Everest College-Portland,97205,97205,45.5207,-122.6888
Western Seminary,97215-3367,97215,45.5143,-122.599
Willamette University,97301,97301,44.949,-123.004
Western Oregon University,97361-1394,97361,44.8377,-123.2512
University of Western States,97213,97213,45.5373,-122.5987
Abington Memorial Hospital Dixon School of Nursing,19090-1284,19090,40.1567,-75.1269
Jolie Hair and Beauty Academy-Hazleton,18201,18201,40.9488,-75.9563
Keystone Technical Institute,17112-1012,17112,40.3352,-76.7914
Bryn Athyn College of the New Church,19009-0717,19009,40.135,-75.0623
Academy of Vocal Arts,19103-6685,19103,39.9513,-75.1741
Albright College,19612-5234,19612,40.4389,-75.8853
All-State Career School,19029,19029,39.8621,-75.2971
Community College of Allegheny County,15233-1895,15233,40.4608,-80.0348
Allegheny College,16335-3902,16335,41.6338,-80.1488
The  Beauty Institute,18052,18052,40.6567,-75.5041
DeSales University,18034-9568,18034,40.5396,-75.4242
Altoona Beauty School Inc,16602-6039,16602,40.5052,-78.3905
Alvernia University,19607-1799,19607,40.2995,-75.9876
The Beauty Institute-Ambler,19002,19002,40.1809,-75.2156
American College of Financial Services,19406,19406,40.0956,-75.3737
Antonelli Institute,19038-8242,19038,40.1096,-75.155
The Art Institutes of York-PA,17402-9012,17402,39.959,-76.6592
The Art Institute of Philadelphia,19103-5198,19103,39.9513,-75.1741
Career Training Academy-Lower Burrell,15068,15068,40.5616,-79.7129
The Art Institute of Pittsburgh,15222,15222,40.4477,-79.9933
Automotive Training Center-Exton,19341-1310,19341,40.0468,-75.6432
Clarks Summit University,18411-1250,18411,41.4878,-75.7057
Community College of Beaver County,15061-2588,15061,40.6718,-80.2917
Arcadia University,19038-3295,19038,40.1096,-75.155
Missio Theological Seminary,19123,19123,39.966,-75.151
Bidwell Training Center Inc,15233,15233,40.4608,-80.0348
Bloomsburg University of Pennsylvania,17815,17815,41.0115,-76.4384
Bradford School,15219,15219,40.4423,-79.983
Brandywine School of Nursing,19320-1536,19320,39.9843,-75.8253
Bryn Mawr College,19010,19010,40.0236,-75.3295
Bucknell University,17837,17837,40.9702,-76.9099
Bucks County Community College,18940-4106,18940,40.263,-74.9555
Bucks County School of Beauty Culture Inc,19053-7368,19053,40.1547,-74.9904
Butler Beauty Academy,16001,16001,40.8859,-79.934
Butler County Community College,16002,16002,40.8409,-79.8592
Cabrini University,19087-3698,19087,40.0612,-75.3999
California University of Pennsylvania,15419-1394,15419,40.0625,-79.8953
Calvary Baptist Theological Seminary,19446-4797,19446,40.2378,-75.2955
Cambria-Rowe Business College-Johnstown,15902,15902,40.3078,-78.8969
Carlow University,15213-3165,15213,40.444,-79.9552
Carnegie Mellon University,15213-3890,15213,40.444,-79.9552
Cedar Crest College,18104-6196,18104,40.6018,-75.5225
Central Penn College,17093-0309,17093,40.3078,-76.9312
Center for Innovative Training and Education,19106,19106,39.9474,-75.1473
Chatham University,15232,15232,40.4525,-79.9319
Chestnut Hill College,19118-2693,19118,40.0723,-75.2034
Cheyney University of Pennsylvania,19319-0200,19319,39.9209,-75.5222
Brightwood Career Institute-Philadelphia Mills,19154,19154,40.0897,-74.9781
Citizens School of Nursing,15084,15084,40.6187,-79.7852
Clarion University of Pennsylvania,16214,16214,41.2123,-79.3773
YTI Career Institute-Capital Region,17055,17055,40.179,-77.0036
DLP Conemaugh Memorial Medical Center,15905-4398,15905,40.3072,-78.943
Consolidated School of Business-York,17404,17404,40.0023,-76.7712
Curtis Institute of Music,19103,19103,39.9513,-75.1741
Dean Institute of Technology,15226-1197,15226,40.4001,-80.0161
Delaware County Community College,19063-1094,19063,39.9188,-75.3991
Delaware Valley Academy of Medical and Dental Assistants,19114,19114,40.0634,-74.999
Delaware Valley University,18901-2697,18901,40.3054,-75.1489
Dickinson College,17013-2896,17013,40.2417,-77.1983
Pennsylvania State University-Dickinson Law,17013-2861,17013,40.2417,-77.1983
Douglas Education Center,15062,15062,40.1524,-79.8835
Drexel University,19104,19104,39.9597,-75.2024
Du Bois Business College-Du Bois,15801,15801,41.126,-78.7527
Everest Institute-Pittsburgh,15222-1320,15222,40.4477,-79.9933
Duquesne University,15282,15282,40.4406,-79.9959
East Stroudsburg University of Pennsylvania,18301-2999,18301,41.0367,-75.1735
Eastern University,19087-3696,19087,40.0612,-75.3999
Edinboro University of Pennsylvania,16444-0001,16444,41.8707,-80.1218
Elizabethtown College,17022-2298,17022,40.1553,-76.6025
Empire Beauty School-State College,16801,16801,40.7925,-77.8523
Empire Beauty School-Lebanon,17042,17042,40.3316,-76.3976
Empire Beauty School-York,17402,17402,39.959,-76.6592
Empire Beauty School-Lancaster,17603,17603,40.0091,-76.3671
Empire Beauty School-Williamsport,17701,17701,41.2412,-77.0011
Empire Beauty School-Shamokin Dam,17876,17876,40.8459,-76.8224
Empire Beauty School-Pottsville,17901,17901,40.684,-76.2123
Empire Beauty  School-Lehigh Valley,18052,18052,40.6567,-75.5041
Empire Beauty School-Gwinnett,30044-3045,30044,33.9418,-84.0706
Empire Beauty School-Wyoming Valley,18507,18507,41.3554,-75.6805
Empire Beauty School-Warminster,18974,18974,40.2067,-75.0905
Empire Beauty School-Harrisburg,17109,17109,40.291,-76.8203
Empire Beauty School-Reading,19605,19605,40.3886,-75.9328
Episcopal School of Nursing,19125-1000,19125,39.9788,-75.1262
Erie Business Center-Erie,16501,16501,42.126,-80.086
Erie Institute of Technology Inc,16565,16565,42.1827,-80.0649
Evangelical Theological Seminary,17067-1222,17067,40.3789,-76.3143
Aria Health School of Nursing,19053-6939,19053,40.1547,-74.9904
Franklin and Marshall College,17604-3003,17604,40.0651,-76.3356
Gannon University,16541-0001,16541,42.1292,-80.0851
Geneva College,15010-3599,15010,40.7687,-80.3592
Gettysburg College,17325,17325,39.832,-77.2223
Empire Beauty School-Exton,19341,19341,40.0468,-75.6432
Empire Beauty School-Laurel Springs,08021-5602,08021,39.8036,-75.0058
Empire Beauty School-NE Philadelphia,19154,19154,40.0897,-74.9781
Gratz College,19027,19027,40.075,-75.1315
Grove City College,16127-2104,16127,41.1607,-80.0841
Gwynedd Mercy University,19437-0901,19437,40.1811,-75.2579
Harcum College,19010-3476,19010,40.0236,-75.3295
Harrisburg Area Community College,17110-2999,17110,40.303,-76.8862
Haverford College,19041-1392,19041,40.0097,-75.3121
Commonwealth Technical Institute,15905,15905,40.3072,-78.943
Holy Family University,19114-2009,19114,40.0634,-74.999
Hussian College-Philadelphia,19130,19130,39.9677,-75.1735
Brightwood Career Institute-Pittsburgh,15222,15222,40.4477,-79.9933
Immaculata University,19345,19345,39.8478,-75.7193
Indiana University of Pennsylvania-Main Campus,15705-1098,15705,40.6215,-79.1525
Pennsylvania School of Business,18102,18102,40.6068,-75.4781
UPMC Jameson School of Nursing,16105,16105,41.0241,-80.3454
Great Lakes Institute of Technology,16509-2482,16509,42.0763,-80.0668
Jolie Hair and Beauty Academy-Wilkes-Barre,18702,18702,41.2208,-75.7736
Johnson College,18508-1495,18508,41.4389,-75.6625
Juniata College,16652-2196,16652,40.5023,-78.005
Keystone College,18440-0200,18440,41.5516,-75.7676
Anthem Institute-Springfield,19064,19064,39.9296,-75.3338
King's College,18711-0801,18711,41.2722,-75.8801
Butler Beauty Academy-Kittanning Beauty Academy,16201,16201,40.8155,-79.5107
Kutztown University of Pennsylvania,19530-0730,19530,40.5214,-75.7774
La Roche University,15237-5898,15237,40.5488,-80.0474
La Salle University,19141-1199,19141,40.0365,-75.1451
Lackawanna College,18509-3206,18509,41.4274,-75.6465
Lafayette College,18042-1768,18042,40.6516,-75.224
Lancaster Bible College,17601-5036,17601,40.0766,-76.3107
Lancaster Theological Seminary,17603-2897,17603,40.0091,-76.3671
Lancaster School of Cosmetology & Therapeutic Bodywork,17602,17602,40.0335,-76.2844
Lansdale School of Business,19454-4114,19454,40.2166,-75.2565
Lansdale School of Cosmetology Inc,19446-2003,19446,40.2378,-75.2955
Lebanon Valley College,17003-1400,17003,40.3456,-76.5447
Lehigh Carbon Community College,18078-2598,18078,40.6819,-75.6239
Miller-Motte College-Berks Technical Institute,19610-1168,19610,40.338,-75.978
Lehigh University,18015,18015,40.6002,-75.3805
Levittown Beauty Academy,19054,19054,40.1681,-74.8231
Lincoln Technical Institute-Allentown,18104-9889,18104,40.6018,-75.5225
Lincoln Technical Institute-Philadelphia,19136,19136,40.0422,-75.0244
Lincoln University,19352-0999,19352,39.7787,-75.8876
Lock Haven University,17745-2390,17745,41.1425,-77.4436
UPMC St. Margaret School of Nursing,15238-3250,15238,40.5346,-79.8805
United Lutheran Seminary,17325-1795,17325,39.832,-77.2223
Lutheran Theological Seminary at Philadelphia,19119-1794,19119,40.0547,-75.1866
Luzerne County Community College,18634,18634,41.1963,-76.0044
Lycoming College,17701-5192,17701,41.2412,-77.0011
Erie Business Center-New Castle,16101-3950,16101,40.9922,-80.3284
Manor College,19046-3399,19046,40.098,-75.1078
Mansfield University of Pennsylvania,16933,16933,41.8123,-77.0716
Marywood University,18509-1598,18509,41.4274,-75.6465
Vet Tech Institute,15222-3400,15222,40.4477,-79.9933
Roxborough Memorial Hospital School of Nursing,19128,19128,40.0402,-75.2231
Mercyhurst University,16546,16546,42.1827,-80.0649
Messiah University,17055,17055,40.179,-77.0036
ASPIRA City College,19140-2302,19140,40.0118,-75.1456
Millersville University of Pennsylvania,17551-0302,17551,39.9982,-76.3566
Misericordia University,18612-1098,18612,41.3494,-75.9834
Montgomery County Community College,19422-0796,19422,40.1576,-75.2799
Moore College of Art and Design,19103-1179,19103,39.9513,-75.1741
Moravian University,18018-6650,18018,40.6278,-75.3928
Mount Aloysius College,16630-1999,16630,40.4608,-78.5861
Muhlenberg College,18104,18104,40.6018,-75.5225
Lehigh Valley College,18034,18034,40.5396,-75.4242
Brightwood Career Institute-Philadelphia,19104,19104,39.9597,-75.2024
Neumann University,19014-1298,19014,39.8643,-75.4332
New Castle School of Trades,16101,16101,40.9922,-80.3284
Newport Business Institute-Lower Burrell,15068,15068,40.5616,-79.7129
Northampton County Area Community College,18020-7599,18020,40.6693,-75.3349
Heritage Valley Health System School of Nursing,15136,15136,40.4717,-80.0876
Orleans Technical College,19114-1014,19114,40.0634,-74.999
Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown,15904-1499,15904,40.285,-78.8654
Salus University,19027-6262,19027,40.075,-75.1315
Pennsylvania Institute of Technology,19063-4098,19063,39.9188,-75.3991
Pennsylvania State University-Penn State Erie-Behrend College,16563-0001,16563,42.1192,-79.9865
Pennsylvania State University-Penn State Great Valley,19355-1488,19355,40.0468,-75.531
Pennsylvania State University-College of Medicine,17033-2360,17033,40.2638,-76.6545
Pennsylvania State University-Penn State New Kensington,15068-1765,15068,40.5616,-79.7129
Pennsylvania State University-Penn State Shenango,16146-1537,16146,41.2316,-80.4993
Pennsylvania State University-Penn State Wilkes-Barre,18627-0217,18627,41.3166,-76.021
Pennsylvania State University-Penn State Scranton,18512-1602,18512,41.435,-75.6103
Pennsylvania State University-Penn State Lehigh Valley,18034-8447,18034,40.5396,-75.4242
Pennsylvania State University-Penn State Altoona,16601-3777,16601,40.5209,-78.4089
Pennsylvania State University-Penn State Beaver,15061-2764,15061,40.6718,-80.2917
Pennsylvania State University-Penn State Berks,19610-1016,19610,40.338,-75.978
Pennsylvania State University-Penn State Harrisburg,17057-4846,17057,40.2041,-76.7331
Pennsylvania State University-Penn State Brandywine,19063-5522,19063,39.9188,-75.3991
Pennsylvania State University-Penn State DuBois,15801-2549,15801,41.126,-78.7527
Pennsylvania State University-Penn State Fayette- Eberly,15456-1025,15456,39.9311,-79.6477
Pennsylvania State University-Penn State Hazleton,18202-8025,18202,40.9506,-76.0487
Pennsylvania State University-Main Campus,16802-1503,16802,40.7997,-77.8623
Pennsylvania State University-Penn State Greater Allegheny,15132-7644,15132,40.3478,-79.8642
Pennsylvania State University-Penn State Mont Alto,17237-9700,17237,39.8417,-77.5537
Pennsylvania State University-Penn State Abington,19001-3918,19001,40.1238,-75.1148
Pennsylvania State University-Penn State Schuylkill,17972-2202,17972,40.6306,-76.17
Pennsylvania State University-Penn State York,17403-3326,17403,39.9494,-76.713
Pace Institute,19601-3542,19601,40.3466,-75.9351
Peirce College,19103-5443,19103,39.9513,-75.1741
Penn Commercial Business/Technical School,15301-6822,15301,40.1717,-80.256
PSC Academy Inc,16148-2760,16148,41.2326,-80.453
Pennco Tech-Bristol,19007,19007,40.1159,-74.8536
Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois,15801,15801,41.126,-78.7527
Pennsylvania Academy of the Fine Arts,19102-1510,19102,39.9489,-75.1661
Pennsylvania Gunsmith School,15202-2637,15202,40.5053,-80.0685
Pennsylvania Institute of Taxidermy Inc,15931-4106,15931,40.4801,-78.7263
Cortiva Institute,19406,19406,40.0956,-75.3737
Pennsylvania College of Art and Design,17608-0059,17608,40.0185,-76.2976
University of Pennsylvania,19104-6303,19104,39.9597,-75.2024
Jefferson (Philadelphia University + Thomas Jefferson University),19144-5497,19144,40.0338,-75.1731
University of the Arts,19102-4901,19102,39.9489,-75.1661
Cairn University-Langhorne,19047-2990,19047,40.1813,-74.9104
Philadelphia College of Osteopathic Medicine,19131,19131,39.9845,-75.2282
University of the Sciences,19104-4495,19104,39.9597,-75.2024
Community College of Philadelphia,19130-3991,19130,39.9677,-75.1735
University of Pittsburgh-Bradford,16701,16701,41.9547,-78.654
University of Pittsburgh-Greensburg,15601-5860,15601,40.3074,-79.5424
University of Pittsburgh-Johnstown,15904,15904,40.285,-78.8654
University of Pittsburgh-Pittsburgh Campus,15260,15260,40.4432,-79.9531
University of Pittsburgh-Titusville,16354,16354,41.6382,-79.6855
Beaver Falls Beauty Academy,15010-4208,15010,40.7687,-80.3592
Pittsburgh Institute of Aeronautics,15122,15122,40.3634,-79.8664
Pittsburgh Institute of Mortuary Science Inc,15206-3706,15206,40.4723,-79.9132
Pittsburgh Technical College,15071,15071,40.4033,-80.1842
Pittsburgh Theological Seminary,15206-2596,15206,40.4723,-79.9132
Prism Career Institute-Upper Darby,19082,19082,39.9579,-75.2681
Point Park University,15222-1984,15222,40.4477,-79.9933
Joseph F McCloskey School of Nursing,17901,17901,40.684,-76.2123
The Salon Professional Academy-Altoona,16601-2419,16601,40.5209,-78.4089
Reading Area Community College,19603,19603,40.3884,-75.9631
Reading Hospital School of Health Sciences,19611,19611,40.325,-75.9442
Reconstructionist Rabbinical College,19095-1898,19095,40.0867,-75.1524
Reformed Presbyterian Theological Seminary,15208-2594,15208,40.4532,-79.8995
Walnut Hill College,19104,19104,39.9597,-75.2024
Brightwood Career Institute-Broomall,19008,19008,39.9747,-75.3602
Robert Morris University,15108-1189,15108,40.5,-80.1996
Rosedale Technical College,15205-9791,15205,40.4322,-80.1021
Rosemont College,19010-1699,19010,40.0236,-75.3295
Saint Francis University,15940,15940,40.5105,-78.6294
Saint Joseph's University,19131-1395,19131,39.9845,-75.2282
Saint Vincent College,15650-2690,15650,40.2926,-79.4103
